id,db,found_in,title,abstract,authors,year,doi,doi_normalized,source,doc_type,keywords,language
SCOPUS_283,Scopus,Scopus,Translanguaging and Metacognitive Instruction: Effects on Listening and Metacognitive Awareness in CFL Learners,"This study examines the effects of integrating pedagogical translanguaging and metacognitive instruction on Thai university students’ listening comprehension, metacognitive awareness, and attitudes in Chinese as a Foreign Language classroom. It investigates how multilingual scaffolding, particularly English, can support strategic listening when teachers and students do not share a first language. The study aims to enhance comprehension and learner autonomy through structured multilingual scaffolding. It also highlights the potential of English as a pedagogical bridge to foster comprehension and self-regulation in multilingual settings. An eight-week intervention was conducted with 36 second-year Thai students in an International Business Chinese program, using a framework informed by Lin’s Multimodalities-Entextualization Cycle and Vandergrift’s Metacognitive Pedagogical Sequence. A mixed-methods design was employed, with data collected through parallel Chinese listening tests, the Metacognitive Awareness Listening Questionnaire, attitudinal questionnaires, and interviews. Findings showed significant gains in listening performance and metacognitive awareness. Most students found translanguaging beneficial for understanding and applying strategies, though some expressed concerns about over-reliance on English and emphasized the need for balance. This study contributes to the pedagogy of Chinese as a foreign language by providing empirical support for the strategic integration of pedagogical translanguaging and metacognitive instruction. It recommends the balanced use of multilingual scaffolding to enhance listening development and foster learner autonomy in linguistically diverse classrooms. © 2025, Dr. Khairi Obaid Tayyeh Al-Zubaid. All rights reserved.","Fan, Y.; Tangkiengsirisin, S.",2025,10.24093/awej/vol16no2.13,10.24093/awej/vol16no2.13,Arab World English Journal,Article,listening comprehension; metacognitive instruction; metacognitive pedagogical sequence; multilingual classrooms of Chinese as a foreign language; pedagogical translanguaging,English
WOS_80,WoS,WoS,Trust in AI Feedback: Challenges in Pharmacy Education,"This pilot study examined students' trust in artificial intelligence (AI)-generated feedback using Microsoft Copilot in a master's-level pharmacy course. Thirty-six students, divided into nine groups, participated in two peer-feedback sessions. AI feedback was optional: 67% of groups used it in the first session and 56% in the second. Survey data showed that 60% of students found AI feedback clear, but only 40% found it useful. In contrast, peer feedback was consistently rated more relevant and actionable. Many students cited trust and quality concerns. Findings support the need for improved AI prompt design, training, and integration as a complementary feedback method.","Pellesi, L",2025,10.1007/s40670-025-02440-6,10.1007/s40670-025-02440-6,MEDICAL SCIENCE EDUCATOR,Article,Artificial intelligence; Evidence-based medicine; Peer feedback; Pharmacy,English
SCOPUS_350,Scopus,Scopus,Trust in AI chatbots: A systematic review,"Advancements in artificial intelligence (AI) have enabled increasingly natural and human-like interactions with conversational agents (chatbots). However, the processes and outcomes of trust in AI chatbots remain underexplored. This study provides a systematic review of how trust in AI chatbots is defined, operationalised, and studied, synthesizing factors influencing trust development and its outcomes. An analysis of 40 articles revealed notable variations and inconsistencies in trust conceptualisations and operationalisations. Predictors of trust are categorized into five groups: user, machine, interaction, social, and context-related factors. Trust in AI chatbots leads to diverse outcomes that span affective, relational, behavioural, cognitive, and psychological domains. The review underscores the need for longitudinal studies to better understand the dynamics and boundary conditions of trust development. These findings offer valuable insights for advancing human–machine communication (HMC) research and informing the design of trustworthy AI systems. © 2025 Elsevier Ltd","Ng, S.W.T.; Zhang, R.",2025,10.1016/j.tele.2025.102240,10.1016/j.tele.2025.102240,Telematics and Informatics,Review,Artificial intelligence; Chatbots; Conversational agents; Human-machine communication; Systematic review; Trust,English
SCOPUS_511,Scopus,Scopus,Trust issues and the pace of skill acquisition in environmental science instruction: Educator perspectives on the integration of artificial intelligence,"This study examines how artificial intelligence (AI) influences trust and skills-acquisition pace in environmental science instruction, a field increasingly shaped by digital tools yet understudied in terms of ethical and pedagogical impact. Guided by two research questions, it investigates (1) the trust-related concerns instructors face when integrating AI, and (2) the perceived effects of AI on students’ learning pace. Drawing on Human-Centered AI principles and Mindset Theory, the research involved semi-structured interviews with 25 college instructors in Eastern Visayas, Philippines. Thematic analysis revealed key concerns about reliability, algorithmic bias, and the erosion of interpersonal dynamic s, balanced by recognition of AI’s potential for adaptive instruction, real-time feedback, and STEM engagement. Educators emphasized that trust in AI is shaped by transparency, ethical awareness, and the instructor’s openness to innovation. They also warned that unequal digital access and superficial engagement can limit AI’s educational impact. The findings suggest that meaningful integration depends on balancing AI’s technical advantages with pedagogical control, equity, and critical reflection. This study affirms that AI is most effective when positioned not as a replacement, but as a supportive and transparent tool in the instructional process. © 2025 by author(s). Environment and Social Psychology is published by Arts and Science Press Pte. Ltd.","Ang, J.V.; Dizor, Y.C.; Mendoza, S.F.A.; Cortes, P.L.",2025,10.59429/esp.v10i7.3872,10.59429/esp.v10i7.3872,Environment and Social Psychology,Article,adaptive learning systems; instructional equity; pedagogical trust,English
SCOPUS_424,Scopus,"Scopus, WoS","Trust, resistance, and transformation: A Q-methodological study of teachers' perspectives on AI-generated feedback in second language writing","The integration of artificial intelligence (AI) into second language (L2) writing instruction has generated an ongoing debate concerning its pedagogical value, ethical implications, and classroom implementation. While existing research highlights AI's potential to enhance writing development, teachers' subjective views remain underexplored. This study uses Q-methodology to examine educators' perspectives on the pedagogical role of AI, particularly AI-generated feedback, in L2 writing instruction. Forty teachers sorted 42 statements that captured pedagogical, emotional, and ethical concerns related to AI-supported writing practices. By-person factor analysis revealed four distinct viewpoints: (1) Instructor-Led Guided Trust, (2) Institution-Dependent Conditional Trust, (3) Strategic Resistance, and (4) Transformative Embrace. These perspectives reflect varying degrees of trust in AI, informed by beliefs about instructional quality and teacher roles. The findings emphasize the need for teacher agency, contextual responsiveness, and targeted professional development in AI adoption. This study contributes to a deeper understanding of how educators reconcile emerging technologies with pedagogical integrity, offering practical implications for policy, training, and future research in technology-enhanced education. © 2025 ACTFL.","Jinowat, N.; Wiboolyasarin, K.; Chomchuen, F.; Wiboolyasarin, W.",2025,10.1111/flan.70042,10.1111/flan.70042,Foreign Language Annals,Article,AI-generated feedback; educational technology integration; Q-methodology; second language writing; teacher beliefs,English
SCOPUS_600,Scopus,Scopus,Types and pedagogical functions of Amharic teachers’ classroom speech acts,"This study aimed to analyse the types and pedagogical functions of Amharic teachers’ classroom speech acts. The subjects were two 10th-grade Amharic teachers at Debre Berhan Secondary School. The study employed a descriptive design with a qualitative method, gathering data through video recordings and observations. From the converted written data, a total of 1 241 teachers’ utterances were analysed using the conversational analysis method. The study reveals that four types of speech acts, namely directives, assertives, expressives and commissives, were used by teachers. Directives were the most frequently used speech acts by teachers, constituting 55.92% of all utterances, followed by assertives (35.21%), expressives (7.74%) and commissives (1.13%). While directives aid in classroom management, an overreliance on them can hinder open discussions and language practice. Balancing the use of these speech acts is crucial for effective teaching. The pedagogical functions of the four types of speech acts were: the directives functioned as steering, controlling, and evaluating; the assertives as providing knowledge and controlling; the expressives as stimulating and encouraging; and the commissives as organising and planning functions. Understanding and utilising the different types and pedagogical functions of speech acts are vital for improving language learning outcomes and fostering successful teacher-student interactions. © 2025 NISC (Pty) Ltd.","Kebede, A.; Endalamaw, G.",2025,10.1080/02572117.2024.2362781,10.1080/02572117.2024.2362781,South African Journal of African Languages,Article,,English
SCOPUS_227,Scopus,Scopus,UTILIZING INTERACTIVE ARTIFICIAL INTELLIGENCE IN ENGLISH LANGUAGE AND SCIENCE IN SELECT SOUTHEAST ASIAN CLASSROOMS,"The proliferation of interactive artificial intelligence (AI) in the academic sphere maneuvers the steering of teaching and learning processes, which transfigures the roles of teachers and learners today. This study explored the perspectives and experiences of teachers and students in select Southeast Asian countries on the challenges and opportunities they faced in utilizing interactive AI. A qualitative narrative research approach was employed, following a series of scheduled semi-structured hybrid interviews, using a set of 10 content-validated interview guide questions, with 60 participants chosen through a non-probability sampling technique. After a rigorous thematic-narrative analysis, findings revealed capitalizing on the essential presence of interactive AI in education; however, there is a strong drive to establish clear policy guidelines that address ethical and fair access to AI in classrooms. Further, interactive AI customized learning and managed teachers’ workloads; nevertheless, both should balance the utilization of interactive AI in their work. In view of equitable and inclusive education, ensuring equity in personalized learning with the use of interactive AI must be fostered. Conversely, problems included unequal access, ethical issues, and over-reliance on technology—all of which call for thoughtful planning and policy-making. Unless carefully implemented, interactive AI risks exacerbating existing inequities or undermining human contacts that lie at the heart of quality teaching and learning. This study underlines the need to blend the strengths of interactive AI with the irrepressible value of teacher-student interaction and tradition-based approaches. By promoting equity, transparency, and collaboration, interactive AI complements, but does not replace, the significant role of educators. © 2025 by the author(s).","Villarama, J.A.; Dela Cruz, L.M.M.V.; Barcelita, K.J.C.; Fitriani, I.; Techakosit, S.",2025,10.22437/jiituj.v9i3.40293,10.22437/jiituj.v9i3.40293,Jurnal Ilmiah Ilmu Terapan Universitas Jambi,Article,Interactive Artificial Intelligence; Language Education; Qualitative Research; Science Education; Technology Integration,English
SCOPUS_126,Scopus,"Scopus, WoS",Uncovering the Mediating Effects of AI Trust and Self-Efficacy on Engagement in Human-GenAI Communication for EFL Learning,"Generative Artificial Intelligence (GenAI) offers robust information generation, swift responsiveness and high personalization for education. However, it remains unclear how these specific technological features translate into improved learning engagement through the mediation of learners' psychological states. Grounded in the Stimulus-Organism-Response (S-O-R) theory, this study investigates the mediating roles of AI trust and AI learning self-efficacy in the relationships between GenAI features (responsiveness and personalization) and the learning engagement of English as a Foreign Language (EFL) learners. This study surveyed 697 undergraduate students from four universities in China, all of whom had used GenAI to assist their EFL learning. Using structural equation modelling, the results revealed that: (1) Both responsiveness and personalization significantly enhanced learners' AI trust and self-efficacy; (2) These psychological states, in turn, positively influenced learning engagement; (3) A critical divergence was observed: responsiveness influenced engagement only indirectly through the full mediation of trust and self-efficacy, whereas personalization exerted both a direct effect and indirect effects through the same mediators. This study elucidates the distinct psychological pathways through which different AI features affect engagement, providing a more nuanced theoretical account. The findings underscore that for AI tools to foster deep engagement, they must be designed not only to be responsive and personalised but also to proactively build learners' trust and confidence in their AI-use capabilities. © 2025 John Wiley & Sons Ltd.","Zhang, Q.; Pan, X.; Fan, J.",2025,10.1111/ejed.70336,10.1111/ejed.70336,European Journal of Education,Article,AI trust; generative artificial intelligence; learning engagement; personalization; responsiveness; self-efficacy,English
SCOPUS_336,Scopus,Scopus,Undergraduate English Majors' Views on ChatGPT in Academic Writing: Perceived Vocabulary and Grammar Improvement,"This study investigates undergraduate English majors' perceptions of ChatGPT in enhancing vocabulary and grammar in academic writing. Utilizing a mixed-methods convergent design, data were collected from 31 students via pre-and post-survey questionnaires, 20 participants’ reflective journals, and semi-structured interviews with 10 volunteers. Quantitative findings revealed significant improvements in students’ perceptions of vocabulary accuracy, relevance, and depth. Thematic analysis of qualitative data identified benefits such as enriched vocabulary, improved grammatical accuracy, and increased confidence in academic writing. Challenges included overdependence, difficulty interpreting feedback, and a lack of originality in AI-generated suggestions. Students employed strategies to optimize ChatGPT use, such as asking specific questions, selectively applying feedback, and balancing AI input with personal judgment. The study highlights ChatGPT's ability to provide tailored feedback, foster confidence, and support vocabulary development while underscoring the importance of responsible use to mitigate overreliance and maintain originality. The findings underscore ChatGPT's potential to enhance academic writing skills when integrated thoughtfully into curricula. However, overuse risks shallow learning (e.g., overdependence on the tool, or difficulty in interpreting feedback), suggesting a need for instructional strategies that can promote rigorous analysis with AI tools. Future research should explore long-term impacts, comparisons with other AI tools, and strategies for ethical and effective integration of ChatGPT in higher education. © 2025, Shaheed Benazir Bhutto Women University. All rights reserved.","Dinh, C.T.",2025,10.51709/19951272/spring2025/1,10.51709/19951272/spring2025/1,FWU Journal of Social Sciences,Article,academic writing; ChatGPT; English majors; grammar; language learning with AI; vocabulary,English
SCOPUS_287,Scopus,Scopus,Undergraduate Students' Perceptions of Technology for Sustainable Education: A Qualitative Study in Pakistan,"This study aims to investigate undergraduate students' perceptions of the use of technology in education, focusing on accessibility, sustainability, usefulness, and the challenges it presents. Semi-structured interviews were conducted with 12 students from universities in Lahore, Pakistan, until data saturation was reached. The thematic analysis was conducted with NVivo software. The results showed that technology increases accessibility, engagement, and sustainability; however, digital inequities and overreliance on technology remain significant problems. Students know the benefits that can be gained through digital tools such as Google Workspace, Microsoft Teams, and other AI-driven platforms for collaborative and personalized learning. However, there are also perceived challenges, such as the disparity in high-speed internet and high-standard device accessibility, the availability of digital distractions, and the fear of technological servility that can prevent interaction with others and hinder critical thinking. Students recommended policies that promote equitable access, educator training, and piloting innovative tools to improve integration. These findings underscore the importance of adopting balanced approaches to technology use, which capitalize on its benefits while addressing challenges and fostering a more inclusive and effective educational practice program. © 2025, Shaheed Benazir Bhutto Women University. All rights reserved.","Muzamil, M.; Shah, G.",2025,10.51709/19951272/summer2025/11,10.51709/19951272/summer2025/11,FWU Journal of Social Sciences,Article,Pakistan; qualitative study; sustainable education; technology integration; undergraduate students,English
SCOPUS_422,Scopus,Scopus,Understanding ChatGPT dependency in Science student learning: a structural model approach,"ChatGPT, an AI-based tool for generating text responses, has become popular among university students to aid in understanding complex subjects. This study explores factors influencing ChatGPT adoption among Indonesian science students, focusing on ease of use (EU), perceived usefulness (PU), hedonic motivation (HM), satisfaction of use (SU), and dependency of use (DU). A quantitative method was used to collect data from 205 students across 22 provinces via convenience sampling, analyzed using “Partial Least Squares - Structural Equation Modeling” (PLS-SEM). Results show that the EU significantly affects SU but not DU. PU and HM significantly influence SU and DU, indicating their key roles. However, SU does not significantly affect DU, suggesting that satisfaction alone does not drive dependency. These findings highlight the importance of balanced ChatGPT integration in education to support learning without encouraging over-reliance. This study offers empirical insights from a developing country for educators and policymakers on responsible AI use in science education. © 2025 Department of Educational Sciences and Early Childhood Education, University of Patras. All rights reserved.","Fadillah, M.A.; Usmeldi, U.",2025,10.26220/rev.5407,10.26220/rev.5407,"Review of Science, Mathematics and ICT Education",Article,AI in education; ChatGPT; Higher education; Science students; Technology dependency,English
SCOPUS_592,Scopus,Scopus,Understanding Pre-Service Teachers’ Needs in Classroom-Based Action Research: Key Insights for Intervention Design and Development,"The study assesses the challenges faced by pre-service teachers (PST) in conducting classroom-based action research (CBAR) during field study (FS) and practice teaching (PT) courses to inform the design of targeted interventions. Analysis of fifteen CBAR projects and 109 open-ended responses revealed recurring weaknesses, including unsubstantiated research problems, deficient literature reviews, ungrounded frameworks, poorly described samples, misaligned research designs, ambiguous data collection procedures, incoherent reporting of results, and weak conclusions and recommendations. Thematic analysis of open-ended responses highlighted additional challenges such as time constraints, difficulty in setting research problems, literature review challenges, conceptualizing research frameworks, methodological complexities, data analysis and interpretation struggles, and writing and reporting issues. Root cause analysis identified major factors such as over-reliance on anecdotal experiences, difficulties in synthesizing literature, limited competencies in research methodologies, time constraints, and insufficient integration of theoretical frameworks and data analysis methods. To address these issues, recommended interventions include scaffolding research instruction, consolidating research requirements across courses, adopting flexible data collection methods, and utilizing design thinking to ensure alignment and coherence. These strategies aim to enhance PSTs’ research skills, enabling them to conduct effective and meaningful CBAR projects. © 2025 Common Ground Research Networks. All rights reserved.","Calamlam, J.M.M.; Calamlam, J.M.",2025,10.18848/2327-7955/cgp/v32i02/89-121,10.18848/2327-7955/cgp/v32i02/89-121,International Journal of Learning in Higher Education,Article,Classroom Intervention; Classroom-Based Action Research; Needs Assessment; Pre-Service Teachers; Teacher Education,English
SCOPUS_214,Scopus,"PsycINFO, Scopus, WoS",Understanding Student Perceptions of Artificial Intelligence as a Teammate,"This article examines students' opinions regarding the use of artificial intelligence (AI) as a teammate in solving complex problems. The overarching goal of the study is to explore the effectiveness of AI as a collaborative partner in educational settings. In the study, 15 groups of grade 9 students (59 students total) were assigned a challenging problem related to space exploration and were given access to an AI teammate. Following the task, the students participated in focus group discussions to gain insight into their perspectives on collaborating with AI. These discussions were analysed using thematic analysis to identify key themes. Epistemic Network Analysis was then used to quantify and visualise this data. The results suggest that students perceive AI with regard to two main themes: Trust in AI and the Capability of AI. The study's outcomes shed light on how students perceive AI and provide practical recommendations for educators to effectively incorporate AI into classrooms. Specifically, the recommendations include strategies for building student trust in AI systems through Explainable AI processes. This, in turn, encourages collaboration between humans and AI and promotes the development of AI literacy among students. The findings of this study are a valuable addition to the ongoing discussion on AI in education and offer actionable insights for educators to navigate the integration of AI technologies in support of student learning and growth. The scientific contribution of this study lies in its empirical investigation of student-AI interaction, providing evidence-based insights for enhancing educational practices. © The Author(s) 2024.","Marrone, R.; Zamecnik, A.; Joksimović, S.; Johnson, J.; De Laat, M.",2025,10.1007/s10758-024-09780-z,10.1007/s10758-024-09780-z,"Technology, Knowledge and Learning",Article,Artificial intelligence in education; Complex problem solving; Human-AI teaming; Student perceptions of AI,English
SCOPUS_363,Scopus,Scopus,Understanding Uzbekistan University EFL Teachers’ Perceptions of ChatGPT: From Benefits to Ethical Challenges,"Artificial intelligence-enhanced tools have entered all sectors of social life, including teaching English as a Foreign Language (EFL) classes. Even though AI in education has been investigated by many researchers, the current state of AI use in Uzbekistan’s higher education remains under-researched. For this reason, the main goal of this article is to determine lecturers’ perceptions of using ChatGPT in Foreign Language Teaching (FLT) classes and explore the challenges that arose during the process. A mixed-methods approach was adopted, combining qualitative and quantitative data from semi-structured interviews conducted among seven university EFL teachers. The interview data were processed using thematic analysis to identify key patterns and themes. In terms of validation, the research followed multiple stages, including careful participant selection based on experience with ChatGPT, cross-verification of transcripts, and coding to ensure the accuracy and reliability of the findings. The study’s findings revealed that teachers’ perceptions of using ChatGPT in EFL teaching were mainly positive, emphasizing its benefits such as providing students with real-time feedback, improving their autonomous learning skills, and features for checking grammar and spelling. However, participants also reported concerns such as over-reliance on AI assistance, a lack of students’ ethical knowledge in using AI in learning, and the negative influence of ChatGPT on students’ critical thinking skills. This research contributes to the growing body of knowledge by offering insights into how lecturers perceive ChatGPT in higher education. This paper also highlights the main implications and limitations of the research. © 2025 by the authors.","Ugli, A.M.B.; Kamal, S.S.L.A.; Azamovna, A.M.",2025,10.18178/ijiet.2025.15.2.2238,10.18178/ijiet.2025.15.2.2238,International Journal of Information and Education Technology,Article,ChatGPT; digital literacy; English as a foreign language; ethical guidelines; student assessment; teaching strategies,English
WOS_107,WoS,WoS,"Understanding teachers' willingness to use artificial intelligence-based teaching analysis system: extending TAM model with teaching efficacy, goal orientation, anxiety, and trust","A growing body of research has documented that artificial intelligence (AI) has the potential to facilitate teaching analysis. However, few studies investigated teachers' attitudes toward AI-based teaching analysis systems. As a tool for analyzing and evaluating teaching quality, teachers' willingness to use AI-based teaching analysis systems will undoubtedly affect the application effect of the analysis systems. Considering the evaluative properties and the intelligent nature of the systems, we proposed an integrated model by extending the technology acceptance model with fear of evaluation theory and trust in AI. Meanwhile, teaching efficacy and goal orientation were considered as antecedent variables influencing evaluation anxiety. 330 teachers from China responded to the survey regarding their willingness to use the AI-based teaching analysis system. The results indicated that teachers' trust in AI-based teaching analysis system positively predicted perceived usefulness and willingness to use the system. Evaluation anxiety negatively affected perceived ease of use and teachers' willingness to use the system. Teaching efficacy and achievement goal orientations both had influences on evaluation anxiety. Implications for future research were proposed based on the findings.","Wang, MK; Chen, ZZ; Liu, QX; Peng, X; Long, TT; Shi, YW",2025,10.1080/10494820.2024.2365345,10.1080/10494820.2024.2365345,INTERACTIVE LEARNING ENVIRONMENTS,Article,Artificial intelligence; teaching analysis; technology acceptance model; fear of evaluation; trust; anxiety,English
SCOPUS_243,Scopus,Scopus,Understanding the intention to use artificial intelligence chatbots in education: The role of individual innovativeness and AI trust among university students,"AI chatbots, which use artificial intelligence and are growing in popularity offer interactive learning environments. In this current study, we used the Technology Acceptance Model (TAM) for the acceptance of AI chatbots in the educational environment. The expanded model included the variables of AI chatbot trust and individual innovativeness. A total of 306 university students participated in the research. According to the Partial Least Squares Structural Equation Modeling (PLS-SEM) results, the model explained 61% of the variance in intention to use AI chatbots for educational purposes. This study shows that AI trust and individual innovativeness offer deeper insights into the research model. Based on these findings, practical recommendations include providing supportive activities to improve ease of use and usefulness, encouraging innovation among less innovative students, and enhancing chatbot design with more humanistic and pedagogical features to build trust and engagement. © The Author(s), under exclusive licence to Springer Nature Singapore Pte Ltd. 2025.","Gökçearslan, Ş.; Esiyok, E.; Kucukergin, K.G.",2025,10.1007/s42001-025-00387-7,10.1007/s42001-025-00387-7,Journal of Computational Social Science,Article,AI trust; Educational AI chatbots acceptance; Individual innovativeness; Interactive learning; University students,English
SCOPUS_274,Scopus,"Scopus, WoS","Understanding the practices, perceptions, and (dis)trust of generative AI among instructors: A mixed-methods study in the U.S. higher education","Generative AI (GenAI) has brought opportunities and challenges for higher education as it integrates into teaching and learning environments. As instructors navigate this new landscape, understanding their engagement with and attitudes toward GenAI is crucial. We surveyed 178 instructors from a single U.S. university to examine their current practices, perceptions, trust, and distrust of GenAI in higher education in March 2024. While most surveyed instructors reported moderate to high familiarity with GenAI-related concepts, their actual use of GenAI tools for direct instructional tasks remained limited. Our quantitative results show that trust and distrust in GenAI are related yet distinct; high trust does not necessarily imply low distrust, and vice versa. We also found significant differences in surveyed instructors' familiarity with GenAI across different trust and distrust groups. Our qualitative results show nuanced manifestations of trust and distrust among surveyed instructors and various approaches to support calibrated trust in GenAI. We discuss practical implications focused on (dis)trust calibration among instructors. © 2025 The Authors","Lyu, W.; Zhang, S.; Chung, T.; Sun, Y.; Zhang, Y.",2025,10.1016/j.caeai.2025.100383,10.1016/j.caeai.2025.100383,Computers and Education: Artificial Intelligence,Article,Distrust; Generative AI; Higher education; Survey study; Teaching and learning; Trust,English
SCOPUS_152,Scopus,Scopus,Understanding the role of AI in Malaysian higher education curricula: an analysis of student perceptions,"This study explores the role of Artificial Intelligence (AI) in higher education curricula, focusing on student perceptions and engagement with AI tools through the lens of key variables: perceived utility, satisfaction, content quality, and perceived credibility. The rapid adoption of AI technologies, such as intelligent tutoring systems and adaptive learning platforms, offers significant promise in enhancing personalized learning, improving content delivery, and streamlining administrative processes. However, successfully integrating AI into higher education requires an understanding of how students perceive these tools and how their perceptions influence adoption. The study employs a quantitative cross-sectional survey design and utilizes Partial Least Squares Structural Equation Modelling (PLS-SEM) to examine the relationships between the identified predictors and students’ use of AI in their academic experiences, based on data from 306 participants. The results reveal that satisfaction has the strongest impact on students’ use of AI in higher education curricula, highlighting the importance of providing user-friendly, reliable, and effective platforms. The perceived utility also plays a significant role, though its effect size is moderate, indicating that while students recognize AI’s potential benefits in achieving academic goals, other factors also contribute to their willingness to adopt these tools. Content quality and perceived credibility, while positively correlated with AI adoption, were found to have weaker and statistically non-significant effects. This suggests that students may prioritize functionality and user experience over content quality and trust in AI systems. The study’s findings provide valuable insights for educators and policymakers aiming to optimize AI adoption in higher education curricula, emphasizing the need for comprehensive strategies that address multiple factors influencing student perceptions. © The Author(s) 2025.","Mat Yusoff, S.; Mohamad Marzaini, A.F.; Hao, L.; Zainuddin, Z.; Basal, M.H.",2025,10.1007/s10791-025-09567-5,10.1007/s10791-025-09567-5,Discover Computing,Article,Artificial Intelligence; Content quality; Perceived credibility; Perceived utility; Satisfaction,English
SCOPUS_198,Scopus,Scopus,Unpacking AI-supported Chinese as a foreign language learning: How beginner-level learners' cognitive and motivational factors predict speaking proficiency,"This study examines the cognitive and motivational factors that influence Mandarin speaking proficiency among learners in an artificial intelligence (AI)-supported, project-based Chinese as a Foreign Language (CFL) learning environment. It specifically investigates how learners' psychological engagement with AI tools relates to language performance. A mixed-methods explanatory design was adopted. Quantitative data were collected from 120 beginner-level CFL university students in Southeast Asia and analyzed using correlation and multiple regression techniques. Speaking proficiency was assessed through both script writing and oral project presentations. To enrich interpretation, qualitative data were obtained from interviews, learner-generated artifacts, and instructor observations with a purposive subsample of 30 learners. Results indicated that technical proficiency, perceived usefulness, and positive attitudes toward AI were significant positive predictors of speaking performance. In contrast, high levels of trust in AI were negatively associated with outcomes, suggesting diminished learner autonomy. A strong correlation emerged between AI usage and script writing scores, while a weaker but significant relationship was observed for oral presentation. Notably, written and oral performance were not significantly correlated, highlighting distinct developmental trajectories in these modalities. Qualitative results revealed that learners who engaged critically and strategically with AI achieved better outcomes than those who relied on it passively. This study contributes to understanding the psychological mechanisms underlying AI-assisted language learning. It highlights the importance of fostering mindful and autonomous engagement with technology to support speaking proficiency, and underscores the need for skill-specific instructional strategies in AI-integrated educational settings. © 2025 The Author(s)","Zhang, J.; Zhou, X.; Yingsoon, Y.S.",2025,10.1016/j.actpsy.2025.105703,10.1016/j.actpsy.2025.105703,Acta Psychologica,Article,AI-assisted learning; Cognitive engagement; Mandarin speaking proficiency; Motivation; Project-based learning,English
SCOPUS_332,Scopus,"PsycINFO, Scopus, WoS",Unpacking help-seeking process through multimodal learning analytics: A comparative study of ChatGPT vs Human expert,"Help-seeking is an active learning strategy tied to self-regulated learning (SRL), where learners seek assistance when facing challenges. They may seek help from teachers, peers, intelligent tu-tor systems, and more recently, generative artificial intelligence (AI). However, there is limited empirical research on how learners’ help-seeking process differs between generative AI and hu-man experts. To address this, we conducted a lab experiment with 38 university students tasked with essay writing and revising. The students were randomly divided into two groups: one seeking help from ChatGPT (AI Group) and the other from an experienced teacher (HE Group). To examine their help-seeking processes, we used a combination of statistical testing and process mining methods, analyzing multimodal data (e.g., trace data, eye-tracking data, and conversa-tional data). Our results indicated that the AI Group exhibited a nonlinear help-seeking process, such as skipping evaluation, differing significantly from the linear model observed in the HE Group which also aligned with classic help-seeking theory. Detailed analysis revealed that the AI Group asked more operational questions, showing pragmatic help-seeking activities, whereas the HE Group was more proactive in evaluating and processing received feedback. We discussed factors such as social pressure, metacognitive off-loading, and over-reliance on AI in these different help-seeking scenarios. More importantly, this study offers innovative insights and evidence, based on multimodal data, to better understand and scaffold learners learning with generative AI. © 2024 The Authors","Chen, A.; Xiang, M.; Zhou, J.; Jia, J.; Shang, J.; Li, X.; Gašević, D.; Fan, Y.",2025,10.1016/j.compedu.2024.105198,10.1016/j.compedu.2024.105198,Computers and Education,Article,21st century abilities; Data science applications in education; Human-AI interaction; Human-computer interface; Information literacy,English
SCOPUS_354,Scopus,"Scopus, WoS",Unpacking perceived risks and AI trust influences pre-service teachers’ AI acceptance: A structural equation modeling-based multi-group analysis,"Artificial intelligence (AI) integration in education has grown significantly recently. However, the potential risks of AI have led to educators being wary of implementing AI systems. To discover whether AI systems can be effective in the classroom in the future, it is critical to understand how risk factors (e.g., perceived safety risks, perceived privacy risks, and urban/rural differences) affect pre-service teachers’ AI acceptance. Therefore, the study aimed to (1) explore the influence of perceived risks and AI trust on pre-service teachers’ intentions to use AI-based educational applications, and (2) investigate possible variations in potential determinants of their intentions to use AI based on urban–rural differences. In this study, data from 483 pre-service teachers in China (262 from rural areas) were obtained by survey and analyzed using confirmatory factor analysis (CFA) and structural equation modeling-based multi-group analysis. The study’s findings demonstrated that while AI trust influenced pre-service teachers’ AI acceptance, the effect was less pronounced than perceived ease of use and perceived usefulness. Most notably, findings showed that perceived privacy and safety risks negatively influence AI trust among pre-service teachers from rural areas, which was a trend not observed in pre-service teachers from urban areas. As a result, to integrate AI-based applications into educational settings, pre-service teachers believed that the AI system must be functionally robust, user-friendly, and transparent. In addition, urban–rural differences considerably affect pre-service teachers’ AI acceptance. This study provides further relevant recommendations for educators and policymakers. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.","Zhang, C.; Hu, M.; Wu, W.; Kamran, F.; Wang, X.",2025,10.1007/s10639-024-12905-7,10.1007/s10639-024-12905-7,Education and Information Technologies,Article,AI acceptance; AI trust; Perceived risk; Pre-service teachers; Structural equation modeling; Technology acceptance model,English
